"y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90"
2007,48.74209,18.55939,5.28059,-5.43774,-1.6582,-9.25855,16.77443,7.53061,8.81506,5.81026,-6.2063,-0.46278,23.42747,1130.7902,2549.34817,1487.80091,760.24556,856.97966,437.46674,394.31132,295.8071,301.26178,244.83912,270.84907,-3.55453,430.57201,-52.7185,214.10401,-71.61501,217.04941,-62.09777,-42.09492,18.51706,14.39464,-14.16398,35.18611,248.54209,853.79322,-361.5452,-76.72915,-4.69802,11.36567,-75.09835,8.71593,12.89562,-53.24625,189.56585,-90.99848,-324.03797,-72.9626,-72.68012,87.09805,23.87726,-49.74708,-1.14273,132.38443,-104.21479,134.28634,183.40003,69.60051,59.46367,61.45778,-6.52252,-141.32841,4.69094,-9.43122,30.58143,92.48677,71.32917,8.63556,132.2478,95.36966,-225.46616,-22.09512,10.55631,1.38044,-175.02066,86.09526,-181.16736,-87.40638,0.93369,-61.67801,49.68201,72.11171,2.30503,11.17657,-268.11329,2.10125,77.93924,5.47797
1998,39.11132,-8.75861,5.10838,5.49581,-38.86134,1.63691,-7.26412,-9.22618,-15.29533,-0.81137,1.05743,-2.95972,13.19624,1684.53733,1994.92327,1494.41977,602.18547,1198.36242,435.13428,487.03261,536.95072,374.18168,315.04361,304.58665,64.5834,198.14709,-582.49136,-105.52297,66.79827,130.32879,-7.40187,49.6221,-64.27899,-62.3136,-16.66636,72.80522,-220.97021,2.63602,-520.31446,117.91054,-132.22664,-37.76564,-95.66174,81.47439,7.67479,8.23933,-82.70879,397.39859,-189.00473,5.42274,-168.22329,11.44556,46.77812,-65.1,-1.65978,-143.53766,60.73273,163.5497,-24.20847,82.41555,43.24568,31.51834,-20.69637,-107.4743,-98.73862,102.57947,110.42589,-2.93849,117.90396,-10.03718,201.26221,-110.77397,-214.65652,-19.44551,-105.65774,11.29274,74.09334,116.35409,-64.12584,87.71017,14.29724,-73.90541,55.70081,43.08326,-10.12706,110.76102,-35.34794,16.30684,37.14021,0.69034
1995,49.68763,21.45822,26.85215,-10.46481,-5.91496,-25.49342,-4.44177,-0.04985,17.23327,3.38672,-1.68431,-3.3051,4.65791,579.70401,414.32038,415.09122,278.84469,253.79243,171.46812,138.82805,153.70737,154.94558,100.04066,114.88427,24.72989,6.64031,-46.8974,4.48379,36.93114,27.58057,9.80446,-25.05864,45.93648,-20.53007,14.56706,14.18952,30.72118,41.01559,-151.12076,-36.99903,2.56966,32.42782,-50.18214,-19.18228,-14.11077,-10.67237,216.5515,108.65308,-37.16243,35.3157,28.35047,10.73651,5.29798,-19.10889,18.78619,-16.75575,33.81272,-9.87783,-65.15317,52.20411,11.0313,10.24465,4.0308,-4.61821,-9.97373,34.69945,-2.01554,2.63595,45.88856,-1.30433,116.92581,79.15658,-27.38576,-29.32157,8.47543,4.92413,-129.64803,101.2569,-27.62665,6.62282,-6.76902,-97.77734,-35.71296,-3.76271,0.27581,-28.89774,30.62896,-8.12964,-4.64409,0.87524
2006,51.33259,50.50065,12.05764,-5.95648,-31.68916,-10.07335,-6.3643,0.68253,10.96381,11.959,-2.18119,-0.36554,9.14258,1664.4237,674.47086,632.25639,719.70237,603.00363,378.30633,426.76608,276.24793,380.65485,165.27585,265.41133,-35.74355,160.10873,-89.77487,4.60329,13.64274,38.06851,-25.53046,50.29278,27.08185,-18.20092,4.4487,5.47143,-116.80155,386.06322,-188.555,-182.6659,15.08815,-73.81193,-51.08519,-10.54936,21.02423,-7.21185,320.16948,0.52595,-71.83668,71.91929,-45.48482,34.23808,-14.63644,-148.47864,10.60929,82.97166,-54.26508,83.25117,138.79702,-35.80133,-8.93378,35.90275,-7.43357,-311.96228,-40.07682,19.90612,89.56543,68.25347,62.11044,5.65187,138.72947,37.77541,-70.55678,27.48461,5.34701,0.4839,-132.07414,56.23733,-94.23123,54.19505,4.21622,108.01085,74.32417,16.88509,4.69425,3.98303,109.2221,3.12198,170.83373,8.62697
2006,32.10577,-110.4032,-26.7477,-15.8742,-0.59074,0.41912,-2.50063,-1.17634,-1.12383,-5.1788,-5.23021,12.18668,44.28815,5514.39193,2067.44228,2436.23279,589.59035,1422.37254,499.13597,664.66414,578.671,414.56636,418.33572,376.49487,16.63266,-501.6126,668.82588,-208.23722,-151.13133,33.53778,47.98752,-89.10222,-43.56664,-46.79797,28.87358,228.50273,-853.41648,-226.93142,229.38857,113.93978,-291.9345,-190.28982,-131.98362,2.4208,-34.02317,133.89631,84.69364,764.88361,-166.00455,142.67066,303.113,21.39064,-7.72874,31.53638,-31.44961,213.08719,79.35609,-261.1806,-24.95542,5.14259,31.34443,-85.62685,128.14475,-446.28496,-288.93354,146.01773,47.46173,-51.33592,66.70565,-26.83564,-173.10791,179.01641,89.04667,-87.89205,102.74227,-72.6603,899.8977,189.22162,-191.15192,-22.44008,67.74664,-135.766,-8.94268,239.68852,5.54006,27.55145,-110.4542,-6.12292,-296.69297,7.7969
2002,48.90983,30.52197,5.62022,-12.43849,-25.2014,-0.25081,-17.22784,2.43622,12.29834,5.23754,-7.46652,3.37947,38.57619,1925.7789,827.27379,1130.31591,999.13247,767.49706,694.34584,499.90311,310.11169,328.89704,285.59273,321.33713,66.96319,3.25686,-96.63937,-7.87312,55.33096,-73.01896,19.4911,40.0601,-0.5881,-38.10544,69.51984,63.71634,-3.41564,34.1666,-336.7761,229.30133,101.59034,104.23707,-57.30492,21.97358,37.28013,41.62509,42.48404,168.65181,58.89482,194.34479,-40.10643,46.89574,11.86462,63.76654,17.82149,-288.28145,231.90198,-64.56908,52.27962,-26.70115,-81.95544,-31.16772,-17.89517,252.33335,112.21662,-12.13329,89.11093,-19.51142,-17.86402,56.54499,56.95962,-46.84789,-46.4096,-77.23797,32.66489,15.17595,-8.76021,84.2926,-103.63217,50.99278,-6.4778,-183.22946,-15.55975,26.92215,-10.56583,-48.21677,-87.32446,-6.1061,-288.58477,-30.55599
2009,49.10047,44.6693,25.92398,6.1617,-5.32546,-16.77111,7.44316,6.59796,13.09534,9.57009,-1.40175,-3.89527,30.43634,1476.67678,1109.2473,1333.23817,781.98808,768.2292,492.36327,335.83539,195.49057,288.59104,221.41914,274.76947,13.18249,306.90364,-41.72711,108.00349,237.32732,-78.37776,15.94609,32.07646,-2.5591,-34.66074,-25.39934,30.30243,-360.30748,289.1832,-41.77356,-40.74038,-5.97163,-8.33899,-36.76569,5.1305,-6.96464,-22.2098,270.28243,62.53641,-145.59819,98.99666,79.73282,51.47918,39.49682,-14.82708,-10.63496,-18.90114,-0.66834,-16.14143,-14.05653,-36.26726,5.37811,35.63307,-22.16875,-208.11484,68.49137,-40.97292,-25.53989,14.7802,85.77368,10.27543,118.91964,86.76806,-109.79235,-43.66284,54.36903,19.91568,-26.80421,10.85972,-71.33606,200.00369,21.03557,-9.18004,-6.12223,74.48364,16.44606,29.40437,30.55931,-4.74555,9.09468,-4.18528
2008,52.26334,26.76074,43.04984,-6.12386,-21.84989,-26.61098,-7.26022,1.46751,7.96743,3.27024,3.8044,7.1298,15.4418,1595.8085,1390.9757,530.79203,492.77699,247.92723,346.53758,301.65467,223.70727,153.5465,76.1968,136.9728,78.93023,-301.68826,212.67998,-110.81172,1.61923,-22.27779,-16.10395,24.98405,-10.08532,12.65127,16.17519,-0.88405,-253.28155,-145.15931,-128.83715,-36.9564,-36.2138,-73.70278,-6.02486,29.91737,14.79911,8.48608,599.51322,277.48522,-39.28694,85.27605,52.01219,15.73916,14.05789,13.21245,28.88081,13.61679,-16.09838,-72.67066,-105.9157,15.3258,-31.30038,1.86803,-11.57912,-132.43538,-219.37924,42.45584,-3.11146,6.527,46.72486,2.2979,137.18073,92.47831,-26.49735,7.71423,-41.81903,-6.62159,-135.97296,51.59348,-26.24291,10.98952,-23.16115,-49.64666,-14.37534,53.90834,-11.19833,-7.75157,-27.37512,-2.49612,-126.22965,-4.74269
2003,48.50764,45.86139,18.26881,4.7793,-8.12719,-18.55408,11.08731,16.74753,-2.94859,1.60225,1.39266,-0.81834,29.1235,3072.56172,969.79741,1588.33784,579.98834,647.02523,466.91959,340.81421,185.88268,225.37363,260.45179,144.25622,182.52709,77.70743,-323.14765,-46.87273,54.76033,54.85879,-3.211,57.15121,-2.20543,-28.83068,-36.7505,42.42791,-409.8111,-44.13039,-302.49777,-16.42652,36.95955,27.64032,-35.34765,45.37288,-14.99215,-7.58586,560.20872,148.17965,-358.579,72.59166,39.14927,61.67486,92.05994,-17.53266,28.88647,-194.0473,-42.59888,96.76648,19.89493,58.4589,-3.39047,-5.944,-7.29323,89.02661,-131.63459,27.04713,31.42648,49.33753,12.51308,-8.17782,257.198,-20.34427,-289.67016,-37.17359,-10.51856,19.17979,49.99889,185.67977,-74.57197,71.79145,16.48371,171.60786,-17.92575,46.81032,15.39716,-15.33164,-22.81804,4.44304,-17.46458,-5.83483
1984,39.58141,48.37645,45.25383,8.65051,0.99496,-1.18341,4.01099,-1.02775,2.03279,0.41709,-4.93224,10.69242,57.15007,1548.5583,2197.96939,941.73722,649.77246,672.90895,329.9727,307.51474,287.01265,268.72453,160.06516,185.45307,81.71365,-885.43258,372.52871,-79.07449,-16.31029,36.27974,-9.45124,34.15884,-0.03494,-25.84536,5.8281,-160.71665,-330.65344,87.18719,-127.29264,-130.64236,-50.96801,53.67703,-34.41392,15.74996,-10.95818,-89.21124,197.15994,12.48684,-31.38536,11.91756,21.46683,-2.89887,25.91361,-2.08164,-56.99575,68.85321,-74.1773,-82.62263,-115.00694,50.14983,-6.8103,-17.75848,-15.71878,67.20632,25.75059,19.47112,51.48003,-43.93699,-8.61411,23.35562,-138.00128,-105.60539,-3.06731,-22.90142,-67.74922,3.09818,-33.57924,-178.22063,-40.42675,27.72941,28.40213,-31.31836,79.00664,-72.15522,6.68477,-40.01561,-110.95659,4.04247,102.70124,41.98336
1982,40.45496,73.54726,30.09947,8.37892,-11.20062,-5.51011,0.60778,-5.16021,-4.60919,4.79371,-3.91672,-0.76404,25.73059,1467.96191,894.52162,886.80789,618.88348,738.85256,423.91494,326.95022,295.18353,270.45514,225.6537,225.00539,82.28519,112.53105,-211.27587,-104.42423,72.04396,1.20007,5.37362,58.97066,-10.32166,-12.61935,7.16928,44.43683,10.71266,-100.18015,-279.89683,52.68003,26.97478,-46.74792,-46.23066,14.62687,-0.37345,10.11427,19.49559,166.57592,42.06915,-12.41486,92.14808,-17.01092,36.85887,-8.29179,13.73661,29.49071,66.52357,-15.18327,-67.53324,-23.44449,43.14272,13.13979,-5.31031,-18.62844,114.05181,-68.84385,-37.73514,-36.43972,63.46448,5.1108,4.99865,75.23968,2.92634,-52.68516,6.86828,-7.59349,-63.51883,39.30695,-92.71877,-8.17299,-4.05427,16.2173,33.06007,46.43367,3.73736,-34.00008,56.15735,-1.11665,-85.56568,-3.7421
2008,54.8851,64.03234,15.89346,-14.2922,-35.31528,-21.8758,-11.72481,-7.10961,4.31501,3.38545,-3.27505,-1.07637,10.05133,410.39827,442.06328,375.15251,305.69121,394.29192,198.50347,247.23906,224.34619,172.80352,135.45528,217.24891,-20.10399,-121.62707,-24.13343,17.7893,27.79463,99.20206,-11.84205,19.47071,25.05953,-14.01509,-2.96101,23.11991,-75.52275,54.10842,-184.90984,78.62502,45.56531,-91.29871,-47.10606,6.21414,-54.711,13.00893,-15.88696,-41.52178,-57.06481,14.91175,-8.46591,-6.22121,-6.09742,-85.98323,0.17289,-12.06874,50.64736,27.79465,-17.9151,-22.43705,-6.48263,31.38625,-8.67543,-0.92412,10.69435,-11.15567,25.39898,44.84669,38.93318,-3.94687,-38.12794,-18.85066,-42.33742,-20.47195,26.29212,0.45429,-15.47534,17.22062,-2.848,-35.14285,0.87283,17.79676,24.67014,21.64393,-2.78697,4.30952,-74.07969,3.03217,-87.29207,-3.3977
2002,45.15563,-12.48528,22.05448,5.32571,15.22917,12.42738,-17.873,0.31061,8.15618,-3.5616,-0.56204,13.29046,44.90293,3527.29368,2408.45139,2495.73882,723.11065,1370.13633,585.10728,487.1456,523.16553,327.25152,578.66501,368.40423,243.43254,1353.18586,-334.46727,-56.11551,106.92835,249.81739,121.60726,-0.72714,62.52572,28.74228,-19.59525,183.99066,149.00919,303.10772,-551.25783,100.86667,140.27356,-83.04921,-45.62468,-21.08441,6.04486,49.22785,224.02933,89.11752,-233.09948,39.79061,31.06948,-29.70314,119.82996,31.15536,30.27939,201.79244,279.81084,-262.95845,127.39667,-81.77928,155.52507,15.84086,8.02917,41.06401,115.54675,-86.18851,-7.64196,160.58743,128.63845,12.131,2.49486,-175.62314,-81.56322,27.5289,-33.4888,-18.56137,-494.34726,-72.04567,-508.99921,18.54161,-35.26285,-358.54818,275.77906,155.8093,-30.84911,143.24268,8.96794,23.64492,-63.83193,4.86428
1973,40.44281,-7.96888,18.65692,-4.33894,-8.21911,4.40879,1.10605,-5.5782,-5.1431,-7.32317,0.26951,3.69709,18.5073,1755.30651,1403.64579,1519.54196,706.04816,710.14997,1020.91848,600.74252,313.9501,447.29064,297.74612,284.20515,-12.30586,-217.93022,-158.42143,-116.30928,14.29821,134.39955,-95.19722,61.43522,-53.55109,-32.64987,-16.91475,60.2559,-232.44004,-7.00861,-369.66199,-37.72486,3.17862,-2.12598,-144.08987,-9.65479,-30.97519,-15.01333,24.36987,103.16378,75.43001,90.53532,-35.4421,-46.37058,55.02676,-62.3109,6.16878,111.56639,510.87277,-20.20333,64.22858,59.07829,21.97666,6.19624,0.21598,-333.54569,10.55192,88.41865,46.28109,80.12088,28.25324,-1.57361,76.85424,9.26707,-81.59409,-53.9117,-22.43932,-14.81576,-27.23367,-86.76645,-278.30662,-21.80744,0.81307,129.5319,61.02684,50.93482,4.16183,125.41601,-111.31403,3.4201,6.05424,-1.38496
2008,38.40124,-32.26422,38.1614,8.59826,-89.99438,5.97387,-14.6243,-9.22013,0.53317,-4.22919,2.49924,1.10568,16.13069,1566.66235,1563.72731,1022.43952,1010.29107,724.01427,467.8167,328.25375,580.54974,201.59974,288.57207,370.35488,61.92954,411.87926,-329.45235,211.5102,-141.76566,22.73692,54.00901,32.11173,98.41657,-13.1391,11.8062,79.39647,-8.74923,-154.72515,-241.96093,232.27173,77.61142,100.96198,-38.65279,18.19584,-30.90563,15.5081,-316.33621,69.46099,-45.7346,-48.83689,-98.48554,27.36727,-10.25483,-150.1195,17.35005,183.75675,85.41794,-75.37925,97.50875,-134.15853,2.61971,1.04532,-13.83529,-168.09077,74.30392,-37.72523,14.6504,9.7931,-22.97147,10.11776,-94.8832,421.41749,-5.83967,-28.89309,87.38793,-16.15734,43.65632,117.32335,-170.31463,-88.49293,41.55258,17.00936,116.29406,35.28327,6.91572,141.66555,-92.20936,10.83084,112.32286,-11.39725
1990,34.71428,-102.46049,3.96254,-13.72474,40.69632,-0.93471,10.12162,2.41085,-3.35406,-2.48989,-3.69988,14.292,33.2075,2547.5449,2748.99144,2790.0194,713.16319,1140.43559,805.04275,670.60437,401.08215,331.16493,414.35439,311.86055,57.20477,466.99694,-507.58458,-84.77925,89.18941,116.08498,5.92805,8.73447,16.04073,25.65227,-10.01684,166.61428,0.78903,31.34971,-600.49389,39.67391,-7.8662,-68.56765,-159.61462,-17.94134,-48.78894,36.37798,-33.64485,431.94968,-52.50536,98.70479,116.15323,80.48233,-12.85804,-24.59084,11.37958,218.39401,187.31513,-70.34222,97.5776,2.29689,25.9141,47.96478,46.79887,-174.32958,329.24674,7.02713,1.81086,-62.80441,74.59731,-9.62856,-85.66728,94.46595,-102.28115,-14.93322,-21.45276,-1.7424,81.96244,33.20394,-277.64982,-21.71054,35.71259,-89.51348,210.30439,-55.08335,-6.58517,11.76325,64.68192,-4.36957,5.84315,3.3366
1992,21.97204,-142.51937,-76.06593,-58.71364,-4.79348,-39.49929,8.27366,8.4861,-34.53528,-5.79536,-4.25697,-10.30273,44.40171,4081.69219,1459.5539,607.68234,524.34362,93.38873,252.46989,270.69414,180.71759,59.51684,74.56736,138.50875,-345.70496,-490.16903,339.51674,-132.11368,-51.39393,-13.85975,-42.69264,10.81651,11.38611,-7.9847,10.94809,153.2526,-414.21912,-180.53355,45.92231,-145.4868,-52.36286,-41.25671,-59.4204,-3.40523,7.78219,79.88332,968.45925,241.28113,-133.7574,-37.85563,22.98206,16.71532,-57.3685,23.67264,-108.41449,-69.34553,-1.25769,206.02389,-67.33653,11.95006,10.87753,-19.46609,28.92554,-384.14515,-260.16483,123.48735,53.5,-10.94987,-64.4308,15.68382,-192.68433,115.42749,-92.18001,-1.44935,21.29771,-1.94522,-4.18399,-21.54572,-65.6866,54.9901,32.58497,247.52761,91.26082,12.51587,-21.91143,-25.56423,14.94052,7.20767,299.24019,-11.41052
1950,31.93666,-123.0224,-27.1684,-37.41215,1.91335,-8.40205,-35.30054,1.9949,11.53884,3.20826,-2.74177,-3.29402,55.34474,4503.87091,2437.59462,1970.33925,1921.11138,662.31946,707.42319,670.20214,1222.93426,329.12181,351.96364,414.1969,178.04028,106.33073,349.90426,254.1879,-265.34366,-139.17779,112.4379,-96.02959,156.18104,-7.91105,-1.92993,243.42771,-235.9695,284.519,-93.70696,336.66584,-107.24098,-268.63366,-57.63433,-35.26414,-47.7617,78.06313,-981.90018,346.22681,-109.53549,237.72292,102.87434,121.57018,20.63938,33.45925,-41.15557,584.33367,14.54735,122.03624,479.91554,-19.85657,30.5176,-117.81154,65.05634,-931.75141,139.68453,14.55006,298.66424,-93.3836,-26.64233,-75.0254,-571.96452,32.35226,-75.85701,-66.07511,57.09253,-17.11444,696.43392,70.41046,-406.68321,-78.58879,44.47092,-223.6788,209.3731,-56.00186,-15.71762,59.33299,-198.30625,8.09557,409.03406,7.48246
2005,34.98133,-64.66866,15.81303,-19.42466,-39.73666,0.18717,-29.14797,-3.1119,14.11746,0.7973,2.60807,31.49,59.40092,17990.16049,4284.18402,3212.34623,3753.73278,898.88292,1256.64865,704.34489,811.23268,358.33809,342.00207,647.22119,423.02928,5567.22472,866.25013,-1164.3781,-633.53609,349.63224,348.63344,-136.97307,-20.36094,-83.32401,59.6351,331.22015,1670.59153,-2038.51312,9.77669,-622.83632,82.22947,-344.07429,-92.5657,42.8406,-31.21535,139.17179,-6097.8097,722.48777,14.70139,-150.92301,36.38554,241.80786,5.93669,182.85813,-144.14488,1668.09108,427.96628,260.87458,278.80809,67.51965,-109.48645,-134.36793,37.92176,515.95983,77.07288,-78.94423,-62.30722,-89.43698,-61.5762,-68.94907,190.80696,-174.87475,-216.14173,79.72345,79.14675,-36.98755,-245.4207,-47.53419,-329.83451,86.68571,80.52302,-3.50442,334.41659,201.44002,-34.39251,25.57429,104.80308,45.49747,-220.06563,67.04176
2007,48.27444,43.15112,8.75538,-9.27197,-72.56971,-14.73943,-16.85784,0.14628,-4.43742,4.97093,0.81909,-10.21832,6.1436,332.80843,830.09208,407.70122,418.74276,404.89501,210.67706,130.1541,223.57956,84.7379,139.5014,186.93154,-2.04441,-78.75129,-53.29376,-10.03962,-55.59305,33.77202,10.44003,-39.2793,27.15324,7.56132,-3.15599,32.23509,-86.83908,-23.53058,-103.62962,35.24008,-1.34843,-38.02792,-30.84229,0.84694,-21.68478,-2.63066,74.65082,27.44866,-51.28725,90.85207,41.79897,7.94269,-3.94214,-79.12281,10.63355,-28.08025,48.0205,47.43191,-30.49192,-6.55884,14.07653,26.35702,-8.1941,4.30372,-65.65381,3.9574,14.75607,50.14688,74.33381,1.09604,44.67608,166.93526,-47.64236,-23.83374,-37.22096,1.64352,-83.75672,26.0006,-93.05611,25.93359,6.24979,1.32541,40.03392,52.22282,1.48484,1.27483,3.47203,1.51063,-42.00548,0.51297
1967,39.08365,64.26678,12.33943,8.87614,30.54707,-4.0132,-12.3055,-9.52766,-3.43705,3.05091,1.8865,8.20862,31.82336,1976.03433,1870.04063,1381.59833,1126.51771,1065.94555,611.2682,458.31564,294.24648,445.82022,274.82762,234.98108,-18.18353,-802.9582,-600.66415,-297.98943,-61.90076,5.21418,-58.22722,38.45207,41.79755,10.09716,16.82239,55.03941,7.59918,199.67928,-298.13068,131.91261,-55.51771,15.81976,-64.52479,16.55013,37.23496,26.32103,192.38773,197.0441,37.79107,60.77066,-31.05841,20.25095,10.69309,-18.69879,14.69963,-80.97374,143.97358,0.17308,-39.38387,115.28318,41.18163,-17.86573,-7.69597,115.5834,29.70635,180.93196,-161.59567,169.0234,76.52862,27.30672,82.73133,-37.18565,19.96792,-11.97774,-27.62009,-3.80318,-174.58791,165.67926,-157.44551,-13.09613,15.22739,-176.20244,94.32398,-22.60307,9.85039,-30.57925,146.60458,10.73139,-138.96423,11.06651
2006,38.0006,-114.59542,1.83662,-25.35955,-8.05857,-3.30905,-12.16003,-2.16145,14.79903,0.55425,-2.79943,9.11266,43.97208,3109.71547,2527.14817,2309.95861,1175.00065,1189.34936,972.61876,685.01872,639.28726,442.31219,390.2663,426.73995,8.97809,-397.89746,205.60825,7.20633,-132.75638,-90.09075,-15.70692,46.17145,57.79721,5.8368,6.81385,184.52277,-572.68237,-230.10751,-503.8187,373.7656,-26.18629,108.0383,-128.43035,-5.39765,22.59213,72.19123,-84.49615,423.49332,-168.86632,39.35567,-17.07193,100.75289,-55.0901,148.36342,-31.5883,336.26066,219.11143,190.0597,129.85468,162.70582,102.64293,10.52383,47.10888,-382.47638,75.25611,130.78574,-38.49452,-33.00881,177.86084,-4.24334,-84.63877,199.42359,-138.75416,3.40555,-14.34958,-14.29202,24.58938,239.00689,-468.78335,186.25901,64.11419,-86.18673,126.54665,123.29974,15.44954,60.27124,70.26529,4.96814,8.68216,25.97055
2004,51.56337,18.11295,15.78519,-3.56131,-4.45521,-10.73264,0.3475,-7.90389,10.33908,-6.72967,-1.875,-3.35543,12.73921,1357.44772,541.67414,1084.9962,416.72157,372.41047,298.63769,492.95165,164.75167,222.97214,185.88016,182.72084,39.39123,-74.50779,-393.27137,16.57827,16.90187,14.34344,-116.30722,32.21686,-5.59714,14.02666,-35.26401,23.40399,-180.23994,-53.66209,-45.62183,-48.28673,5.50949,-21.35356,-7.39181,20.70567,16.6568,-24.28835,194.80641,-2.82606,4.55336,102.5048,34.89451,-39.35745,14.94428,0.23469,0.72191,-122.79972,-28.65184,-262.00325,22.15989,-117.3113,31.22305,29.64391,-7.03886,-225.86877,96.72312,-41.68592,-31.16324,24.08951,-31.73324,-12.2614,305.18206,68.2739,-84.21645,-13.46681,-4.85285,10.70503,-44.76238,68.19918,-202.48485,61.13565,6.28501,109.50664,36.60179,22.88249,12.4222,-23.9739,29.44665,1.4334,111.6357,7.75274
2003,46.2599,14.7507,12.89682,-9.51631,-9.09953,-17.67222,-22.33371,-7.33243,1.24604,-1.16545,3.16064,3.37751,9.40991,1040.17701,657.47558,824.71597,763.17534,334.8978,541.43433,264.51164,258.37965,209.34506,117.27339,191.12493,13.859,-273.56554,-222.06358,53.14432,-96.01518,-20.58496,4.46494,35.49112,48.98292,-32.46295,21.35979,14.26275,-7.69226,-85.28217,-196.50858,368.75096,-41.97091,132.2546,-38.54921,-9.50883,25.25717,-8.52949,-106.63579,104.79289,-63.74289,30.5695,-7.66023,129.24598,-2.74146,29.95296,-12.94095,-12.28193,87.81495,88.1206,115.04844,1.01794,-47.62728,2.5153,6.98392,-317.79821,-18.07509,49.82246,79.34698,10.78935,15.49285,-22.4186,21.74133,29.15372,-86.76665,-53.97976,15.51591,-3.21035,-171.30916,132.16007,29.7336,-6.3213,-1.3206,-181.81937,-31.11683,33.38171,0.28394,24.52516,-11.09138,1.96487,-42.79735,-2.18194
2009,48.07125,37.72704,36.20268,4.52374,-6.04087,-19.42955,3.03787,-8.94723,7.1078,4.6103,-1.64343,-12.34838,68.22087,3519.36768,1331.05879,1069.44537,1219.95406,492.89886,455.35233,525.50484,374.89476,227.22895,193.48586,254.66624,-228.81978,663.38959,148.16722,20.05938,-63.32856,3.77188,-80.84166,18.13931,7.47307,-22.8116,9.87126,-108.137,599.83316,356.28583,-28.22916,136.77126,-82.64433,28.09459,-91.35859,-3.479,-5.79879,-135.63854,1339.65883,45.24206,142.53957,130.99389,-0.76955,23.43586,-12.15544,-20.54197,-39.80249,18.84031,246.24553,-216.80714,-133.77802,-104.57838,18.44084,37.9228,-35.26871,179.55158,45.73869,2.04244,15.9554,73.28686,50.26761,-28.05851,-40.90835,3.2982,17.90387,-71.52589,1.47732,57.58034,-450.58893,87.36837,-52.86681,37.22394,15.09753,-12.35739,-34.89188,-42.74097,-1.95402,-23.96525,-48.6086,-7.35385,-13.97513,21.57627
2006,47.93506,11.23915,-3.67136,19.75371,-10.91092,1.58236,-4.65047,-5.57228,18.06918,9.15984,1.03904,2.65649,30.63417,3350.96001,2889.78305,3105.00695,829.99904,1707.77771,749.94786,1058.66777,448.92277,523.54173,583.06262,304.09496,87.51633,223.8328,-949.75005,-74.83168,239.62383,94.56589,-84.15643,128.49322,-101.90565,103.33235,-100.17282,121.34555,61.99223,13.79311,-257.20935,-115.1338,-100.36753,-56.38048,-153.99732,11.44551,19.17019,22.04719,-0.31141,-21.42847,-368.32177,-121.21822,-2.38461,17.41167,91.126,-73.04611,-28.26387,342.44408,400.89651,48.41318,-34.93275,-111.29841,26.93633,-70.21447,-14.8339,-49.17148,-128.53169,-95.27651,61.07091,81.87952,41.7236,7.99729,-124.02154,-47.66025,-150.14938,-50.84654,-56.8974,-0.92636,-104.82093,30.49471,-163.3609,53.96615,-1.29872,-66.27431,10.52782,95.34784,12.5788,-24.69413,5.20899,12.69959,27.14867,-3.01678
2007,45.86264,2.24463,9.58079,5.73341,-7.34944,6.84349,-2.38358,-1.91503,11.77855,-2.32707,0.28858,-5.35283,32.32697,1008.1901,1395.23489,1481.15338,436.34056,1296.62443,650.2013,403.00453,232.14461,258.29639,292.71358,335.00318,-62.95511,-53.9301,-171.31187,-78.31354,56.18423,15.27304,132.02924,68.54461,-34.88819,-1.90432,1.83369,6.47572,188.79152,209.38513,-633.60801,-8.34372,169.08614,130.821,-70.88086,-18.80465,-16.7511,-11.89837,-95.86756,195.28398,-229.6402,-11.8415,48.90712,91.1848,-19.07414,-72.10483,-7.5883,63.67001,3.60938,-2.70438,-33.60947,-157.24208,-13.79062,41.77867,-12.56963,-215.46611,15.44952,-17.61495,27.70734,0.10047,-9.15421,42.38852,9.43711,-44.64524,-84.6651,-37.78411,3.2871,3.55064,-90.83931,46.37736,84.47853,42.71945,26.61229,-52.82006,-16.70958,55.41545,12.31926,98.84217,-8.61617,-4.14913,55.08211,-12.44523
